Parent_1_ID,Parent_2_ID,C902336,scaffold1,scaffold10,scaffold1019,scaffold103,scaffold105,scaffold1062,scaffold1091,scaffold1124,scaffold1127,scaffold1157,scaffold1231,scaffold1295,scaffold1297,scaffold1320,scaffold1330,scaffold1407,scaffold1431,scaffold1440,scaffold1495,scaffold1534,scaffold1537,scaffold16,scaffold163,scaffold1675,scaffold17,scaffold18,scaffold1817,scaffold184,scaffold187,scaffold1882,scaffold1928,scaffold193,scaffold197,scaffold2,scaffold21,scaffold217,scaffold224,scaffold232,scaffold233,scaffold238,scaffold249,scaffold27,scaffold279,scaffold283,scaffold289,scaffold296,scaffold30,scaffold307,scaffold31,scaffold318,scaffold329,scaffold33,scaffold338,scaffold367,scaffold395,scaffold4,scaffold404,scaffold410,scaffold42,scaffold423,scaffold425,scaffold465,scaffold469,scaffold476,scaffold48,scaffold481,scaffold574,scaffold589,scaffold59,scaffold594,scaffold6,scaffold611,scaffold612,scaffold620,scaffold628,scaffold630,scaffold634,scaffold637,scaffold651,scaffold678,scaffold685,scaffold693,scaffold7,scaffold701,scaffold708,scaffold712,scaffold734,scaffold735,scaffold738,scaffold740,scaffold752,scaffold771,scaffold78,scaffold8,scaffold903,scaffold921,scaffold925,scaffold939,scaffold95
PP4,PP3,12.9335535,174.7603265,13.222692,1.672394,15.8895335,10.823005,2.1075435,0.855799,0,10.129784,27.9021545,0.9939345,1.5885455,0.8013995,30.4069845,0.6688165,3.925254,0.593541,9.403911,44.9177085,41.858077,16.3866925,13.3310255,0.8318595,0.010811,16.982175,24.407779,2.765617,6.3629185,8.133026,96.1491505,0.899481,46.966529,22.6106725,68.370439,72.6127725,8.0342555,2.1623605,0.172808,89.6811615,6.795197,54.379675,50.322245,46.340555,31.9418475,2.591823,0,0,12.361196,8.9221825,45.0400715,131.4435535,192.8842515,0.885609,48.1337355,2.3336805,80.0757275,0,39.00972,4.2699645,66.3003795,0.8395415,1.42948,7.8509165,1.8037385,3.591755,40.827279,2.23424,46.264385,34.884263,0.757208,120.885795,10.733033,38.301209,6.081755,36.8393575,9.5094615,0.928378,13.292118,32.86686,10.1847965,162.1652265,4.1206255,6.054976,0,11.5965155,27.810683,0.006835,18.172083,2.3184945,0,10.039077,16.5641175,0.878688,1.5613455,41.1280335,75.0671415,8.9538295,0.3606735,52.272138
PP4,PP4,6.7747185,198.03235,25.18608,33.44788,25.699059,18.229805,28.5312,0,0,9.622811,27.3959345,4.7351,9.8492295,0,56.405619,7.3569815,5.219335,6.528951,9.403911,102.283653,74.49776,33.8726575,24.755683,9.1504545,0,32.347,26.632353,20.98392,33.3011305,8.133026,101.863469,9.894291,60.853529,41.574265,164.0246945,169.4206365,7.3807855,0.362252,0,91.1263475,5.2034015,98.313719,41.685795,38.812605,36.572723,7.15022,0,0,8.673874,8.9221825,77.5656015,196.003485,312.4149565,0,140.2987925,38.6089395,171.2952435,0,62.662759,17.3948995,79.53783,0,8.992093,12.684045,0,32.715533,54.958714,15.0773755,65.692062,50.5277365,8.329288,205.816783,10.294603,55.372765,36.39952,70.2312935,4.9811465,0,25.31832,32.86686,30.1148465,287.5527945,33.04342,14.789456,0,29.2962505,74.353141,0.075185,69.852316,24.2814495,0,12.344167,28.36994,9.665568,0,57.0557515,109.9025705,8.9538295,3.9674085,68.13672
PP4,PP5,12.9335535,150.644393,1.259304,1.672394,2.527344,11.873378,14.97888,0,0,18.370821,13.7007175,2.4859275,0.8953845,0,51.9081165,0.6688165,5.219335,6.528951,1.757293,84.7861005,62.0186455,11.0407575,13.1882455,9.1504545,0,16.982175,28.692843,11.016558,33.3011305,15.526686,78.6202115,0.899481,43.608069,20.776189,123.4271575,102.967856,0.6709805,2.2457905,0.086404,88.7336215,7.405552,70.4373515,50.322245,29.967879,30.283708,7.15022,0,0,8.673874,0.8111075,61.5851405,171.5702095,274.1957055,0.885609,102.266942,33.9124275,136.992026,0,25.7645085,3.3316605,55.752591,0,3.662562,14.74811,1.8037385,15.599292,54.038734,15.0773755,65.692062,20.3713045,0.757208,205.816783,10.6672455,38.9483605,37.212647,64.1917185,4.9811465,0,13.292118,17.2551015,20.1498215,202.2468335,18.1450675,14.789456,0.8564105,27.2592355,63.476629,0.075185,47.483029,18.2803125,0,1.965107,28.36994,1.7480835,0,57.0557515,57.611085,8.9538295,3.9674085,68.13672
PP4,PP6,6.7747185,153.271946,13.222692,17.560137,19.067546,18.9624425,1.42656,0,0.5674035,0.874801,28.9200725,4.7351,0.8953845,0,41.2366545,0.6688165,9.964185,6.528951,1.757293,77.4802295,49.539531,32.8453875,13.3310255,9.1504545,0.021622,32.347,29.034287,1.049196,33.3011305,8.133026,101.252759,0.899481,66.4133375,20.0479355,123.4271575,153.190371,0.6709805,1.506484,0.172808,49.8409765,5.856577,39.7987395,50.322245,3.596164,38.254376,7.15022,0,0,2.078803,8.9221825,77.5656015,124.56804,238.6484705,0.885609,124.674436,38.6089395,125.3862475,0,38.5145975,3.3316605,71.471845,0,9.60411,7.1304185,0,25.857741,55.6725515,15.9392145,65.692062,34.884263,0.757208,199.048453,11.1399735,57.2292405,36.39952,63.7064435,4.9811465,0,25.31832,17.2551015,20.1498215,275.1267365,33.04342,14.789456,0,27.2888155,58.28982,0.075185,47.483029,18.2803125,0.9051735,12.344167,28.36994,1.7480835,0,40.8465965,57.611085,8.9538295,3.9674085,68.13672
PP5,PP1,24.63534,146.1681775,0,0.836197,2.230981,18.325902,0.71328,0.6203215,0,2.981668,38.251093,0.875557,2.602085,0,67.64733,0.6688165,7.3698315,0.593541,1.757293,51.8190615,43.7010845,3.9794185,1.1547755,0.8318595,0.010811,16.982175,50.413308,2.241019,17.5268225,15.526686,30.927436,0,45.3545855,50.3226235,84.6840285,75.79625,0.6709805,11.622906,1.814484,111.913489,26.5935045,31.939368,35.0340375,14.6431465,22.354021,2.591823,0.8351615,0.4181455,10.6805585,0.8111075,44.4489105,133.08942,225.382915,9.741699,120.887877,26.7243975,106.506519,0.285874,48.0747085,20.797898,34.3683495,0,3.662562,21.465945,1.8037385,16.391084,23.139501,2.23424,48.376027,49.6378715,0,152.2161285,19.6313885,49.5944105,26.97727,51.5078385,4.9811465,0,6.962538,17.2551015,2.1628215,160.6807485,10.505473,6.054976,0.8564105,26.5833275,22.051426,0.79824,53.8334705,26.487615,0,1.965107,14.8942185,0.8693955,3.3220935,50.6977755,73.86644,8.9538295,0.3606735,3.406836
PP5,PP2,12.9335535,109.5763995,0,1.692455,3.235648,19.4326395,8.5270635,1.4761205,0,2.763548,22.711781,0.1183775,0.8953845,0,39.0326695,0,4.350366,0.593541,9.926312,34.324548,5.2612955,11.085517,13.3310255,9.1504545,0,0.808675,31.287417,1.35271,16.9836705,29.57464,55.6141325,0.899481,29.353758,64.365771,93.1957005,93.674323,1.3244505,10.227723,0.950444,113.205268,1.5992485,49.736186,66.7315,30.720674,39.2033235,0.65002,0,0,13.131436,1.621651,21.9828025,120.2903105,163.4827645,0.885609,64.368546,9.698982,145.000653,0,49.375123,6.242679,55.7128185,0,14.473422,44.20562,10.6624285,17.166094,14.924005,1.3706705,33.9398945,34.101423,0,103.1144145,11.512616,16.234626,18.189173,8.883039,9.5094615,0,6.962538,17.2551015,1.3550065,148.5267935,11.190443,1.344496,0.8564105,26.162212,28.611925,0.006835,37.015722,3.19563,0,10.394207,29.2048895,0.8693955,1.824448,24.2192705,61.5042525,0.8139845,3.9674085,36.407556
PP5,PP3,24.63534,188.0750475,0.629652,0,2.3216195,18.9249745,1.3942635,0.855799,0,18.877794,20.9730295,0.875557,0.693161,0.8013995,37.4712105,0,3.925254,0.593541,1.757293,38.2504185,35.290122,9.292161,7.2429005,0.8318595,0.010811,8.895425,26.468269,2.241019,6.3629185,15.526686,72.861919,0,30.184245,50.8220605,62.7483465,101.514155,1.3244505,10.9504965,1.814484,106.442753,7.565722,38.167159,66.7315,30.720674,51.027968,2.591823,0,0,12.361196,0.8111075,37.044289,113.9934905,153.010859,9.741699,42.1499805,2.510952,134.961718,0,59.2143635,12.402539,49.774527,0.8395415,14.473422,18.941671,19.8411235,18.801309,28.785549,2.23424,46.264385,49.6378715,0,120.885795,10.7110885,37.838183,21.531168,49.8679295,9.5094615,0.928378,6.962538,17.2551015,9.6603215,176.0713235,18.442708,6.054976,0.8564105,19.432712,27.238235,0.006835,23.993577,3.19563,0,1.734598,16.5641175,0.8693955,1.5613455,41.1280335,75.2003995,8.9538295,0.3606735,52.272138
PP5,PP4,12.9335535,150.644393,1.259304,1.672394,2.527344,11.873378,14.97888,0,0,18.370821,13.7007175,2.4859275,0.8953845,0,51.9081165,0.6688165,5.219335,6.528951,1.757293,84.7861005,62.0186455,11.0407575,13.1882455,9.1504545,0,16.982175,28.692843,11.016558,33.3011305,15.526686,78.6202115,0.899481,43.608069,20.776189,123.4271575,102.967856,0.6709805,2.2457905,0.086404,88.7336215,7.405552,70.4373515,50.322245,29.967879,30.283708,7.15022,0,0,8.673874,0.8111075,61.5851405,171.5702095,274.1957055,0.885609,102.266942,33.9124275,136.992026,0,25.7645085,3.3316605,55.752591,0,3.662562,14.74811,1.8037385,15.599292,54.038734,15.0773755,65.692062,20.3713045,0.757208,205.816783,10.6672455,38.9483605,37.212647,64.1917185,4.9811465,0,13.292118,17.2551015,20.1498215,202.2468335,18.1450675,14.789456,0.8564105,27.2592355,63.476629,0.075185,47.483029,18.2803125,0,1.965107,28.36994,1.7480835,0,57.0557515,57.611085,8.9538295,3.9674085,68.13672
PP5,PP5,24.63534,201.225972,0,0,15.24402,34.820357,7.84608,0,0,34.99204,66.957009,1.3021525,0,0,71.4178305,0,5.219335,6.528951,9.926312,108.9978555,55.4506905,8.7575675,7.1001205,9.1504545,0,8.895425,32.607774,5.770578,33.3011305,29.57464,92.811041,0,54.651571,62.09614,130.61814,138.400669,0,37.6489605,0.950444,141.611079,19.7436105,73.102853,66.7315,28.522044,64.105101,7.15022,0,0,8.673874,0,61.4741005,185.8853855,291.594632,9.741699,158.6696615,43.749813,175.681576,0,75.4357685,27.216989,60.648102,0,42.312395,37.487785,19.8411235,33.406219,64.240504,15.0773755,65.692062,65.17432,0,205.816783,18.7341275,50.279479,45.343917,90.85282,4.9811465,0,6.962538,9.0383865,14.9050715,230.004673,17.8569325,14.789456,9.4205155,43.13533,57.752149,0.075185,53.569276,33.92994,0,9.27201,28.36994,9.5633505,0,57.0557515,96.9404725,8.9538295,3.9674085,68.13672
PP5,PP6,12.9335535,163.7129625,0.629652,0.836197,2.178317,19.199753,0.71328,0,0.5674035,1.749602,36.873073,2.4859275,0,0,55.046889,0,9.964185,6.528951,9.926312,75.482063,48.8827355,18.103313,7.2429005,9.1504545,0.021622,16.982175,32.949218,0.524598,33.3011305,15.526686,70.786007,0,35.779482,48.2593235,130.61814,94.425611,0,23.602137,1.814484,90.674283,13.937307,41.745096,66.7315,2.150329,39.441148,7.15022,0,0,2.078803,0.8111075,61.5851405,131.7617095,256.047397,9.741699,80.756608,33.9124275,145.8130155,0,55.512109,27.216989,54.9459925,0,15.290885,9.637666,1.8037385,30.520249,54.7525715,15.9392145,65.692062,49.6378715,0,199.048453,11.512616,52.107567,37.212647,63.5392335,4.9811465,0,13.292118,9.0383865,14.9050715,160.961677,18.1450675,14.789456,0.8564105,37.081738,52.56534,0.075185,53.569276,33.92994,0.9051735,1.965107,28.36994,9.5633505,0,40.8465965,96.9404725,8.9538295,3.9674085,68.13672
PP6,PP1,12.9335535,128.765569,0.629652,9.198167,16.103916,17.5503075,0,0.6203215,0.5674035,1.232066,38.512988,0.9939345,2.602085,0,53.52381,0.6688165,12.1146815,0.593541,1.757293,63.192938,37.1331295,18.618766,1.6274325,0.8318595,0.227031,32.347,50.754752,1.716421,17.5268225,8.133026,46.817737,0,74.135836,43.0400885,84.6840285,78.026319,0.6709805,10.8835995,3.45616,85.104649,23.650452,31.446373,35.0340375,0.7632965,22.852637,2.591823,0.8351615,0.4181455,15.6979085,8.9221825,52.444693,128.3614475,216.7479615,9.741699,83.116772,24.9516825,87.250331,0.285874,29.029269,20.797898,35.278999,0,9.60411,13.8482535,0,21.37601,35.8950685,3.096079,48.376027,49.1261265,0,145.4477985,20.4987035,51.4224985,18.846,44.8714325,4.9811465,0,13.292118,17.2551015,2.1628215,184.4377695,3.3588385,6.054976,0,20.5297355,37.884585,0.79824,53.8334705,26.487615,0.9051735,12.344167,14.8942185,0.8693955,3.3220935,33.468421,73.86644,8.9538295,0.3606735,3.406836
PP6,PP2,6.7747185,104.5070805,0.629652,10.054425,10.646025,18.657045,1.3942635,1.4761205,0.5674035,1.013946,46.8138075,0.236755,0.8953845,0,36.818485,0,4.824851,0.593541,9.926312,25.3107695,4.6045,25.242604,13.8036825,9.1504545,0.021622,1.61735,31.628861,0.828112,16.9836705,15.526686,93.9450605,0.899481,44.2216295,50.5289545,93.1957005,96.668015,1.3244505,9.4884165,1.814484,86.356774,4.307602,39.570909,66.7315,4.348959,33.612715,0.65002,0,0,6.536365,9.732726,37.9632635,78.461845,144.7764195,0.885609,73.256807,15.9909375,144.581933,0,30.3296835,6.242679,56.623468,0,7.54965,16.355501,0.885869,22.15102,27.6795725,2.2325095,33.9398945,48.6143815,0,96.3460845,19.5936785,18.062714,10.057903,8.8345115,9.5094615,0,13.292118,17.2551015,1.3550065,136.1675975,4.0438085,1.344496,0,20.10862,29.579775,0.006835,37.015722,3.19563,0.9051735,13.187077,29.2048895,0.8693955,1.824448,22.598355,61.5042525,0.8139845,3.9674085,36.407556
PP6,PP3,12.9335535,162.975567,6.926172,0.836197,9.2580205,18.14938,0.6809835,0.855799,0.5674035,1.381774,29.4262925,0.9939345,0.693161,0.8013995,35.257026,0,4.399739,0.593541,1.757293,43.1955545,28.722167,23.449248,7.7155575,0.8318595,0.227031,16.982175,26.809713,1.716421,6.3629185,8.133026,125.6634925,0,67.114226,43.5395255,62.7483465,71.758548,1.3244505,10.21119,3.45616,67.550108,7.4483725,63.779123,66.7315,4.348959,33.6235005,2.591823,0,0,17.378546,8.9221825,45.0400715,66.497887,140.5086055,9.741699,75.9956285,2.3336805,148.642434,0,40.7089915,12.402539,65.493781,0.8395415,7.54965,2.29729,1.8037385,18.512712,41.5411165,3.096079,46.264385,49.1261265,0,114.117465,11.5784035,39.666271,6.081755,36.1868725,9.5094615,0.928378,13.292118,17.2551015,9.6603215,105.794369,4.1206255,6.054976,0,19.43567,22.051426,0.006835,23.993577,3.19563,0.9051735,10.039077,16.5641175,0.8693955,1.5613455,39.507118,75.2003995,8.9538295,0.3606735,52.272138
PP6,PP4,6.7747185,153.271946,13.222692,17.560137,19.067546,18.9624425,1.42656,0,0.5674035,0.874801,28.9200725,4.7351,0.8953845,0,41.2366545,0.6688165,9.964185,6.528951,1.757293,77.4802295,49.539531,32.8453875,13.3310255,9.1504545,0.021622,32.347,29.034287,1.049196,33.3011305,8.133026,101.252759,0.899481,66.4133375,20.0479355,123.4271575,153.190371,0.6709805,1.506484,0.172808,49.8409765,5.856577,39.7987395,50.322245,3.596164,38.254376,7.15022,0,0,2.078803,8.9221825,77.5656015,124.56804,238.6484705,0.885609,124.674436,38.6089395,125.3862475,0,38.5145975,3.3316605,71.471845,0,9.60411,7.1304185,0,25.857741,55.6725515,15.9392145,65.692062,34.884263,0.757208,199.048453,11.1399735,57.2292405,36.39952,63.7064435,4.9811465,0,25.31832,17.2551015,20.1498215,275.1267365,33.04342,14.789456,0,27.2888155,58.28982,0.075185,47.483029,18.2803125,0.9051735,12.344167,28.36994,1.7480835,0,40.8465965,57.611085,8.9538295,3.9674085,68.13672
